app,io_subsystem,scaling,num_proc,avg_transfer_size_per_read/write,min_transfer_size_per_read/write,max_transfer_size_per_read/write,avg_io_bandwidth_per_read/write,min_io_bandwidth_per_read/write,max_io_bandwidth_per_read/write,avg_io_bandwidth_per_rank,min_io_bandwidth_per_rank,max_io_bandwidth_per_rank,avg_io_time_over_rank,min_io_time_over_rank,max_io_time_over_rank,avg_transfer_time_over_rank,min_transfer_time_over_rank,max_transfer_time_over_rank,avg_io_intensity_over_rank,min_io_intensity_over_rank,max_io_intensity_over_rank
haccio,cori 2 bb,weak-scaling,64,2975142.5936777177,7.0,25165824.0,243678453.79271334,4874999.9999951245,1376083989.5013397,206790398.78847128,185369567.02197334,325189823.579222,0.295556625,0.18540900000000007,0.32525899999999985,0.24901081250000004,0.14979800000000004,0.30793299999999996,0.7758956174526107,0.48700344453448413,0.8532970586565636
haccio,cori 2 bb,weak-scaling,128,2994768.9650756693,6.0,25165824.0,144659463.93373513,2265976.2981147408,1326052481.8210554,133625435.4592385,103902957.69477995,756928253.0914568,0.5063367968750001,0.07965500000000002,0.5802830000000001,0.46123285937499997,0.07756600000000001,0.5493669999999999,0.7945786820397838,0.1250110045451093,0.9105549406453579
haccio,cori 2 bb,weak-scaling,256,3004679.576406463,7.0,25165824.0,114127887.07956618,1172762.1271703192,1251284009.5465312,107773615.54551803,56219825.01797281,699172261.842639,0.8049224648437496,0.08623500000000003,1.072453,0.7673064375000003,0.07682600000000003,1.0283359999999997,0.6979134422644437,0.07480832970318105,0.9298745834994688
haccio,cori 2 bb,weak-scaling,512,3009659.520717559,7.0,25165824.0,70732532.23940963,741453.9221731334,1222413367.6592028,56873676.18079462,28119548.300951727,625220303.8315963,1.6160514609375,0.09643500000000002,2.1441710000000014,1.4918764492187497,0.08297899999999998,2.0174700000000003,0.7202963685560766,0.04296177330483362,0.9565339060767258
haccio,cori 2 bb,weak-scaling,1024,2688566.1943912213,7.0,25165824.0,23755812.946438864,662073.4245246805,1089005322.6015842,22494753.225634452,14785677.606362237,506737802.8794026,3.308808348632809,0.11898300000000009,4.07781,2.69790852929687,0.096862,3.575555,0.7159332397263786,0.025841976670957535,0.8874532020861357
haccio,cori 4 bb,strong-scaling,64,4449778.386276022,6.0,25165824.0,270330742.83786136,4333333.333315636,1407957032.5612314,206880769.57147762,191075557.21299216,250514031.724866,0.437503921875,0.35996999999999996,0.47194699999999995,0.36911892187499995,0.2734289999999999,0.42958199999999985,0.7942030586523874,0.6537337585033203,0.8567581643019665
haccio,cori 4 bb,strong-scaling,128,3489556.8645712067,7.0,25165824.0,276740872.327143,2437499.9999975623,1446311724.1379242,173395726.64272904,148471722.47640988,353443100.637917,0.4157520781250001,0.1987719999999999,0.4731849999999999,0.3702158359375002,0.18867999999999996,0.4492010000000001,0.772590918541408,0.3695458390312227,0.8800148887101479
haccio,cori 4 bb,strong-scaling,256,3004679.576406463,7.0,25165824.0,275639437.5540549,2444461.022006714,2010531597.0280418,168392920.56706253,79821011.07560167,690753614.5544535,0.4654642265624993,0.08728599999999996,0.7553539999999997,0.41449872656250025,0.082304,0.7162389999999998,0.5612688549119889,0.10522177637010982,0.9113363600949941
haccio,cori 4 bb,strong-scaling,512,2761035.4755776543,7.0,25165824.0,190091589.4761485,445721.5532514698,2334058987.2008996,106914280.85915498,35382534.536624566,643129864.5427588,0.9083260156250001,0.08600500000000004,1.5632679999999997,0.8092776738281247,0.07640000000000001,1.5091240000000008,0.5483142177759932,0.05188262385782139,0.9434937413676775
haccio,cori 4 bb,strong-scaling,1024,2348056.3420732766,7.0,25165824.0,140915999.02559772,208457.1195918393,2212574643.9247417,58968964.11808633,24360708.766327664,778191932.5849341,1.4427815019531263,0.0678779999999998,2.168330999999999,1.195092015625,0.062045999999999935,2.048705,0.605693825589758,0.02776632313512022,0.9211935671352722
haccio,cori 4 bb,weak-scaling,64,2975142.5936777177,7.0,25165824.0,289258132.03259975,4875000.000028952,1363557867.3601732,234316699.92218348,202279069.6113988,427914265.43648005,0.2625417500000001,0.14089999999999991,0.29806899999999986,0.21564809375000002,0.11710899999999995,0.275263,0.7476160452731768,0.40090375269738454,0.8491172111353178
haccio,cori 4 bb,weak-scaling,128,2994768.963523477,4.0,25165824.0,194078968.1292975,3499999.999899355,1178175280.8988738,180351255.2667388,138787690.4520208,362811599.26105636,0.3497576718749999,0.16618299999999964,0.43442699999999973,0.29460111718750015,0.14348400000000006,0.38675399999999993,0.6622365076297891,0.3153833060410956,0.8205964850894913
haccio,cori 4 bb,weak-scaling,256,3004679.576406463,7.0,25165824.0,220046855.5191074,2841330.573048199,1212460204.2782803,166340751.50061992,95113660.38497823,522054514.59841347,0.4425905429687504,0.11549200000000007,0.6339059999999999,0.4125478828125003,0.10718700000000002,0.6074239999999996,0.618195030345129,0.16146359885737532,0.8856752593103855
haccio,cori 4 bb,weak-scaling,512,3009659.520815053,7.0,25165824.0,229522648.37864217,1499722.5321090417,1376083989.5014398,116389844.78066038,53446940.988021344,731384208.5471328,0.750684771484375,0.08243700000000001,1.1280930000000007,0.7100094550781244,0.07734900000000003,1.055332,0.6106628884644744,0.0671839001616226,0.9168969258983447
haccio,cori 4 bb,weak-scaling,1024,2686577.3739175843,5.0,25165824.0,145320885.0851221,1071155.9678012503,1424695652.1742074,60163915.748278715,27958362.85598757,561175119.3678381,1.4699864853515618,0.10744100000000018,2.1565359999999996,1.3056001191406263,0.10040400000000013,1.9403990000000002,0.6098236718748108,0.04413392992694075,0.9032883752329207
haccio,cori 8 bb,strong-scaling,64,4449778.386276022,6.0,25165824.0,287277741.6346272,7000000.000575867,1327311392.4050648,206428623.31726354,172153013.81003478,338649181.7068867,0.4450412812499999,0.2662859999999999,0.5238219999999998,0.36811412500000007,0.24801399999999973,0.4449099999999999,0.6918911616667847,0.4136783682511038,0.8141036394845329
haccio,cori 8 bb,strong-scaling,128,3489556.8645712067,7.0,25165824.0,283541599.39844143,3500000.000093644,1416914813.355104,207068318.6275335,152927176.5937672,449244117.0452219,0.3549740937499999,0.15638400000000002,0.4593989999999996,0.3120613671874999,0.1500839999999999,0.4350240000000002,0.6246007347597463,0.2742669539854137,0.8101830101807964
haccio,cori 8 bb,strong-scaling,256,3004679.576406463,7.0,25165824.0,217764614.72016042,2108928.2553780307,1491661667.9509146,195344396.9566055,125949155.02078497,606882001.8319285,0.3351239843750002,0.09934899999999956,0.4787100000000002,0.30901959765624987,0.089027,0.443446,0.592709624148761,0.17594635391361363,0.8474738006368333
haccio,cori 8 bb,strong-scaling,512,2761035.475675149,7.0,25165824.0,144642113.65642172,817090.884155274,1408824049.7116954,136161515.45316172,82255258.39916253,648985486.1608133,0.4882353027343752,0.08522900000000005,0.6724479999999995,0.4490040019531252,0.076426,0.6498099999999999,0.6255542702901555,0.10882110045841838,0.8627354665159256
haccio,cori 8 bb,strong-scaling,1024,2357574.114980604,6.0,25165824.0,103582824.8968226,368165.29687034787,1620152192.1071248,84381686.2435702,44204749.686595626,684392687.3194177,0.8514846865234381,0.07718100000000003,1.194942000000001,0.725515967773437,0.06773199999999993,1.109328,0.6077757486812919,0.05373669151488996,0.8713319097363736
haccio,cori 8 bb,weak-scaling,64,2975142.592906708,7.0,25165824.0,295541401.7221201,6499999.999993499,1522525500.6352456,238770750.42513388,200716343.03291398,445958328.0941429,0.257168671875,0.13519899999999993,0.3003909999999997,0.218820734375,0.09513199999999987,0.28193799999999986,0.732588503547191,0.38509567635609937,0.8560100096571349
haccio,cori 8 bb,weak-scaling,128,2994768.9654637175,7.0,25165824.0,219805564.77500793,4333333.333342363,1179500562.4296582,188364269.9381596,155337388.53979075,470742108.5094584,0.3290978593750001,0.1280810000000001,0.388143,0.28326567187500007,0.12358200000000005,0.36504000000000014,0.7299635156677056,0.284250471249577,0.8609424933707539
haccio,cori 8 bb,weak-scaling,256,3004679.576406463,7.0,25165824.0,212146358.29820967,2165870.7470628084,1505673327.7491918,187413484.48770753,134664016.2597995,726580704.249114,0.35430334375000017,0.08298200000000003,0.44772999999999974,0.3198501914062501,0.079069,0.421948,0.6763227755807182,0.15831154653212798,0.8545559385747837
haccio,cori 8 bb,weak-scaling,512,3009659.5209125476,7.0,25165824.0,154399733.45506898,2174476.380075485,1475309180.4431922,151529739.08435264,85105801.5467592,712238432.187872,0.4942519960937496,0.08465300000000009,0.7084489999999999,0.45811671679687477,0.08075900000000008,0.6616929999999998,0.5853928026122501,0.0993092376032117,0.8419412074955691
haccio,cori 8 bb,weak-scaling,1024,2684708.2290733573,6.0,25165824.0,69693245.47289382,603480.3067310948,1152281318.6812909,73951116.24323319,39062588.84018294,509280287.8645822,1.1096950175781246,0.11838899999999997,1.5435019999999988,1.0241875624999992,0.11028700000000005,1.467406,0.6126597008325687,0.06721450504251467,0.8721479602730585
