App: LBANN-1.0.0-Autoencoder_cifar10_POSIX
I/O Intensity: 
     io_time  comm_time  compute_time  total_time
22  0.639702   0.487653     -0.127355         1.0
23  0.648103   0.465438     -0.113541         1.0
24  0.560408   0.475302     -0.035711         1.0
25  0.579940   0.463670     -0.043610         1.0
26  0.572503   0.461712     -0.034216         1.0
27  0.574894   0.459916     -0.034811         1.0
28  0.642111   0.454903     -0.097015         1.0
29  0.622502   0.464352     -0.086855         1.0
30  0.613189   0.504696     -0.117886         1.0
31  0.615310   0.477802     -0.093112         1.0
32  0.553578   0.510416     -0.063993         1.0
33  0.544706   0.480001     -0.024707         1.0
34  0.548921   0.504059     -0.052979         1.0
35  0.547056   0.476730     -0.023787         1.0
36  0.611469   0.494593     -0.106062         1.0
37  0.611285   0.476525     -0.087810         1.0
38  0.599103   0.479734     -0.078838         1.0
39  0.603410   0.476810     -0.080221         1.0
40  0.552453   0.474368     -0.026821         1.0
41  0.548215   0.477918     -0.026133         1.0
42  0.550057   0.476174     -0.026231         1.0
43  0.551819   0.473380     -0.025199         1.0
44  0.617342   0.466305     -0.083648         1.0
45  0.604046   0.480780     -0.084827         1.0
46  0.608565   0.474370     -0.082935         1.0
47  0.622130   0.501795     -0.123925         1.0
48  0.548529   0.513755     -0.062284         1.0
49  0.552622   0.512862     -0.065484         1.0
50  0.544216   0.509078     -0.053294         1.0
51  0.547242   0.480574     -0.027816         1.0
52  0.616395   0.471244     -0.087639         1.0
53  0.603544   0.472487     -0.076030         1.0
54  0.612590   0.466834     -0.079424         1.0
55  0.608703   0.479441     -0.088144         1.0
56  0.551193   0.475280     -0.026473         1.0
57  0.558637   0.473254     -0.031890         1.0
58  0.552121   0.477119     -0.029240         1.0
59  0.555148   0.476833     -0.031982         1.0
60  0.619076   0.464751     -0.083827         1.0
61  0.600630   0.477152     -0.077782         1.0
62  0.607327   0.474182     -0.081508         1.0
63  0.602362   0.476754     -0.079116         1.0
Mean I/O Intensity over ranks: 
io_time         0.598320
comm_time       0.467913
compute_time   -0.066233
total_time      1.000000
==================================


App: FLASH4.4-Sedov_2d_ug_nofbs
I/O Intensity: 
     io_time  comm_time  compute_time  total_time
0   1.305134   0.125110     -0.430244         1.0
1   1.153817   0.422089     -0.575907         1.0
2   1.182245   0.400251     -0.582496         1.0
3   1.174554   0.407414     -0.581968         1.0
4   1.093521   0.449000     -0.542521         1.0
5   1.138463   0.427387     -0.565850         1.0
6   1.138270   0.428285     -0.566556         1.0
7   1.100570   0.462727     -0.563296         1.0
8   1.094286   0.456906     -0.551192         1.0
9   1.177628   0.419856     -0.597484         1.0
10  1.153782   0.429352     -0.583134         1.0
11  1.123362   0.446668     -0.570030         1.0
12  1.159751   0.432958     -0.592710         1.0
13  1.085381   0.470577     -0.555958         1.0
14  1.253622   0.386535     -0.640157         1.0
15  1.047179   0.494752     -0.541931         1.0
16  1.071795   0.469130     -0.540925         1.0
17  1.105233   0.454648     -0.559881         1.0
18  1.125576   0.442072     -0.567648         1.0
19  1.112512   0.450090     -0.562602         1.0
20  1.090898   0.466541     -0.557439         1.0
21  1.077677   0.472087     -0.549764         1.0
22  1.169460   0.428443     -0.597903         1.0
23  1.072427   0.477889     -0.550317         1.0
24  1.184075   0.415916     -0.599991         1.0
25  1.171447   0.422156     -0.593603         1.0
26  1.206796   0.406078     -0.612874         1.0
27  1.190359   0.416238     -0.606597         1.0
28  1.188880   0.420377     -0.609257         1.0
29  1.183365   0.425520     -0.608885         1.0
30  1.244245   0.394074     -0.638318         1.0
31  1.173722   0.431359     -0.605081         1.0
32  1.057151   0.475717     -0.532868         1.0
33  1.076554   0.469267     -0.545820         1.0
34  1.109815   0.455825     -0.565640         1.0
35  1.062640   0.474923     -0.537563         1.0
36  1.074323   0.472696     -0.547018         1.0
37  1.063518   0.479019     -0.542537         1.0
38  1.161218   0.433701     -0.594919         1.0
39  1.064807   0.483327     -0.548134         1.0
40  1.084762   0.462148     -0.546910         1.0
41  1.083422   0.467323     -0.550745         1.0
42  1.107493   0.455648     -0.563141         1.0
43  1.072292   0.471359     -0.543651         1.0
44  1.102502   0.463983     -0.566485         1.0
45  1.083469   0.472910     -0.556379         1.0
46  1.164736   0.432765     -0.597501         1.0
47  1.076610   0.479057     -0.555667         1.0
48  0.988606   0.488458     -0.477064         1.0
49  0.972581   0.498006     -0.470587         1.0
50  1.089984   0.438631     -0.528615         1.0
51  0.940969   0.516096     -0.457065         1.0
52  1.048279   0.466981     -0.515259         1.0
53  0.993207   0.496406     -0.489613         1.0
54  1.115088   0.435698     -0.550785         1.0
55  0.978808   0.505284     -0.484092         1.0
56  1.032468   0.454840     -0.487308         1.0
57  1.036327   0.456633     -0.492960         1.0
58  1.069972   0.433575     -0.503547         1.0
59  1.043944   0.447254     -0.491197         1.0
60  1.069741   0.431921     -0.501662         1.0
61  1.048174   0.444648     -0.492822         1.0
62  1.106097   0.416849     -0.522946         1.0
63  1.033967   0.453374     -0.487341         1.0
Mean I/O Intensity over ranks: 
io_time         1.105681
comm_time       0.445106
compute_time   -0.550787
total_time      1.000000
==================================


App: Nek5000-v19.0-rc1-eddy_uv_POSIX
I/O Intensity: 
     io_time  comm_time  compute_time  total_time
0   0.084518   0.270707      0.644775         1.0
1   0.000370   0.811117      0.188513         1.0
2   0.000833   0.810913      0.188253         1.0
3   0.000409   0.811488      0.188102         1.0
4   0.000823   0.812592      0.186584         1.0
5   0.000396   0.814957      0.184647         1.0
6   0.000825   0.816539      0.182636         1.0
7   0.000392   0.818713      0.180895         1.0
8   0.002183   0.735416      0.262400         1.0
9   0.000883   0.748669      0.250448         1.0
10  0.002005   0.737584      0.260411         1.0
11  0.001073   0.751052      0.247875         1.0
12  0.002097   0.737481      0.260422         1.0
13  0.001422   0.749659      0.248920         1.0
14  0.002260   0.738677      0.259063         1.0
15  0.000654   0.750000      0.249346         1.0
16  0.002146   0.787385      0.210469         1.0
17  0.000843   0.800958      0.198199         1.0
18  0.001950   0.791803      0.206247         1.0
19  0.000996   0.804590      0.194414         1.0
20  0.002144   0.788370      0.209486         1.0
21  0.000540   0.800863      0.198597         1.0
22  0.002004   0.789589      0.208407         1.0
23  0.001231   0.800684      0.198085         1.0
24  0.002418   0.678720      0.318862         1.0
25  0.000965   0.700746      0.298289         1.0
26  0.002273   0.681191      0.316537         1.0
27  0.000788   0.700580      0.298632         1.0
28  0.002531   0.678870      0.318599         1.0
29  0.000644   0.699533      0.299823         1.0
30  0.002281   0.680312      0.317406         1.0
31  0.001378   0.701185      0.297437         1.0
32  0.002540   0.714811      0.282649         1.0
33  0.001329   0.717566      0.281105         1.0
34  0.002046   0.718325      0.279629         1.0
35  0.000966   0.719247      0.279787         1.0
36  0.002173   0.715471      0.282356         1.0
37  0.000727   0.720300      0.278973         1.0
38  0.002170   0.720950      0.276880         1.0
39  0.000861   0.722500      0.276639         1.0
40  0.002263   0.775626      0.222111         1.0
41  0.001102   0.792455      0.206443         1.0
42  0.002072   0.784450      0.213479         1.0
43  0.000962   0.792492      0.206545         1.0
44  0.002403   0.773825      0.223772         1.0
45  0.001525   0.794499      0.203976         1.0
46  0.002173   0.779357      0.218470         1.0
47  0.000713   0.797036      0.202252         1.0
48  0.002163   0.709742      0.288095         1.0
49  0.001321   0.723126      0.275554         1.0
50  0.001983   0.713321      0.284696         1.0
51  0.000822   0.722322      0.276856         1.0
52  0.002296   0.707958      0.289746         1.0
53  0.001052   0.721730      0.277218         1.0
54  0.002011   0.712288      0.285701         1.0
55  0.000655   0.722756      0.276589         1.0
56  0.002129   0.708899      0.288972         1.0
57  0.000734   0.721766      0.277500         1.0
58  0.001915   0.711652      0.286433         1.0
59  0.000537   0.723245      0.276219         1.0
60  0.002224   0.707531      0.290246         1.0
61  0.000962   0.723324      0.275714         1.0
62  0.001967   0.711016      0.287017         1.0
63  0.001315   0.720868      0.277817         1.0
Mean I/O Intensity over ranks: 
io_time         0.002756
comm_time       0.739084
compute_time    0.258160
total_time      1.000000
==================================


App: GAMESS-0.92-dft_etoh_POSIX
I/O Intensity: 
     io_time  comm_time  compute_time  total_time
0   0.092284   0.131463      0.776253         1.0
1   0.006052   0.261940      0.732008         1.0
2   0.006434   0.268285      0.725281         1.0
3   0.005517   0.257986      0.736497         1.0
4   0.000012   0.937106      0.062883         1.0
5   0.000009   0.936697      0.063295         1.0
6   0.000009   0.936580      0.063410         1.0
7   0.000009   0.936606      0.063386         1.0
8   0.005569   0.253224      0.741207         1.0
9   0.005598   0.252461      0.741941         1.0
10  0.005758   0.254064      0.740179         1.0
11  0.006220   0.256205      0.737575         1.0
12  0.000009   0.965200      0.034791         1.0
13  0.000009   0.965223      0.034768         1.0
14  0.000009   0.965231      0.034760         1.0
15  0.000010   0.965230      0.034760         1.0
16  0.006478   0.281474      0.712048         1.0
17  0.006055   0.283524      0.710421         1.0
18  0.006818   0.286329      0.706852         1.0
19  0.008224   0.265505      0.726271         1.0
20  0.000011   0.965235      0.034754         1.0
21  0.000011   0.965232      0.034757         1.0
22  0.000010   0.965252      0.034739         1.0
23  0.000010   0.965268      0.034721         1.0
24  0.006169   0.268237      0.725594         1.0
25  0.007097   0.274853      0.718050         1.0
26  0.005638   0.272848      0.721514         1.0
27  0.006552   0.270791      0.722658         1.0
28  0.000009   0.965236      0.034755         1.0
29  0.000009   0.965244      0.034747         1.0
30  0.000010   0.965259      0.034731         1.0
31  0.000009   0.965265      0.034726         1.0
32  0.006023   0.294920      0.699057         1.0
33  0.005696   0.291314      0.702990         1.0
34  0.005944   0.294319      0.699737         1.0
35  0.006756   0.290353      0.702891         1.0
36  0.000009   0.965277      0.034714         1.0
37  0.000009   0.965272      0.034719         1.0
38  0.000010   0.965289      0.034701         1.0
39  0.000009   0.965295      0.034696         1.0
40  0.005731   0.287189      0.707080         1.0
41  0.006571   0.284969      0.708460         1.0
42  0.005483   0.292631      0.701886         1.0
43  0.006960   0.291935      0.701105         1.0
44  0.000010   0.965230      0.034760         1.0
45  0.000009   0.965233      0.034758         1.0
46  0.000010   0.965232      0.034758         1.0
47  0.000009   0.965269      0.034723         1.0
48  0.005680   0.305948      0.688371         1.0
49  0.006344   0.324545      0.669111         1.0
50  0.005549   0.324458      0.669993         1.0
51  0.005818   0.327292      0.666889         1.0
52  0.000010   0.966231      0.033759         1.0
53  0.000009   0.966233      0.033758         1.0
54  0.000010   0.966235      0.033754         1.0
55  0.000009   0.966236      0.033755         1.0
56  0.005254   0.163157      0.831589         1.0
57  0.005730   0.244064      0.750205         1.0
58  0.005825   0.249821      0.744354         1.0
59  0.005808   0.257943      0.736249         1.0
60  0.000009   0.965231      0.034760         1.0
61  0.000010   0.965237      0.034753         1.0
62  0.000009   0.965257      0.034734         1.0
63  0.000008   0.965259      0.034733         1.0
Mean I/O Intensity over ranks: 
io_time         0.004405
comm_time       0.616280
compute_time    0.379315
total_time      1.000000
==================================


App: NWChem-6.8.1-h2o_scf_posix_traces
I/O Intensity: 
     io_time  comm_time  compute_time  total_time
0   0.110581        NaN           NaN         1.0
1   0.050899        NaN           NaN         1.0
2   0.047192        NaN           NaN         1.0
3   0.048023        NaN           NaN         1.0
4   0.053577        NaN           NaN         1.0
5   0.052563        NaN           NaN         1.0
6   0.047177        NaN           NaN         1.0
7   0.051606        NaN           NaN         1.0
8   0.049312        NaN           NaN         1.0
9   0.045944        NaN           NaN         1.0
10  0.052634        NaN           NaN         1.0
11  0.046448        NaN           NaN         1.0
12  0.050098        NaN           NaN         1.0
13  0.053242        NaN           NaN         1.0
14  0.046939        NaN           NaN         1.0
15  0.045122        NaN           NaN         1.0
16  0.047472        NaN           NaN         1.0
17  0.047821        NaN           NaN         1.0
18  0.043313        NaN           NaN         1.0
19  0.043181        NaN           NaN         1.0
20  0.052617        NaN           NaN         1.0
21  0.046622        NaN           NaN         1.0
22  0.047397        NaN           NaN         1.0
23  0.045563        NaN           NaN         1.0
24  0.045104        NaN           NaN         1.0
25  0.047355        NaN           NaN         1.0
26  0.049601        NaN           NaN         1.0
27  0.048179        NaN           NaN         1.0
28  0.051950        NaN           NaN         1.0
29  0.052977        NaN           NaN         1.0
30  0.049699        NaN           NaN         1.0
31  0.049620        NaN           NaN         1.0
32  0.046308        NaN           NaN         1.0
33  0.046874        NaN           NaN         1.0
34  0.048126        NaN           NaN         1.0
35  0.049752        NaN           NaN         1.0
36  0.050479        NaN           NaN         1.0
37  0.049063        NaN           NaN         1.0
38  0.050862        NaN           NaN         1.0
39  0.048624        NaN           NaN         1.0
40  0.047591        NaN           NaN         1.0
41  0.043515        NaN           NaN         1.0
42  0.042846        NaN           NaN         1.0
43  0.048732        NaN           NaN         1.0
44  0.050305        NaN           NaN         1.0
45  0.050007        NaN           NaN         1.0
46  0.051033        NaN           NaN         1.0
47  0.051310        NaN           NaN         1.0
48  0.045231        NaN           NaN         1.0
49  0.049266        NaN           NaN         1.0
50  0.051244        NaN           NaN         1.0
51  0.048376        NaN           NaN         1.0
52  0.054499        NaN           NaN         1.0
53  0.046428        NaN           NaN         1.0
54  0.050669        NaN           NaN         1.0
55  0.052602        NaN           NaN         1.0
56  0.045016        NaN           NaN         1.0
57  0.048187        NaN           NaN         1.0
58  0.048136        NaN           NaN         1.0
59  0.047464        NaN           NaN         1.0
60  0.053335        NaN           NaN         1.0
61  0.052494        NaN           NaN         1.0
62  0.049924        NaN           NaN         1.0
63  0.049106        NaN           NaN         1.0
Mean I/O Intensity over ranks: 
io_time         0.0498
comm_time          NaN
compute_time       NaN
total_time      1.0000
==================================


App: Chombo-3.2.7-VCPoissonSolve3d_HDF5
I/O Intensity: 
     io_time  comm_time  compute_time  total_time
0   0.136786   0.020236      0.842978         1.0
1   0.127766   0.049281      0.822953         1.0
2   0.123887   0.053714      0.822399         1.0
3   0.120715   0.057028      0.822256         1.0
4   0.130841   0.036547      0.832613         1.0
5   0.118406   0.059088      0.822507         1.0
6   0.120267   0.055064      0.824669         1.0
7   0.129764   0.051463      0.818773         1.0
8   0.117714   0.086633      0.795653         1.0
9   0.110132   0.092431      0.797437         1.0
10  0.119985   0.088469      0.791546         1.0
11  0.110971   0.077678      0.811352         1.0
12  0.137354   0.076112      0.786534         1.0
13  0.124000   0.080037      0.795963         1.0
14  0.130831   0.082255      0.786914         1.0
15  0.119885   0.077661      0.802454         1.0
16  0.106187   0.062081      0.831732         1.0
17  0.120523   0.057547      0.821930         1.0
18  0.118899   0.059423      0.821677         1.0
19  0.117369   0.060031      0.822600         1.0
20  0.112972   0.062963      0.824065         1.0
21  0.123142   0.053822      0.823036         1.0
22  0.123327   0.056673      0.819999         1.0
23  0.117991   0.056760      0.825249         1.0
24  0.109997   0.090306      0.799697         1.0
25  0.117029   0.084726      0.798244         1.0
26  0.116007   0.087459      0.796534         1.0
27  0.105375   0.145336      0.749289         1.0
28  0.112698   0.163151      0.724151         1.0
29  0.112027   0.154575      0.733398         1.0
30  0.115430   0.164239      0.720331         1.0
31  0.110446   0.169679      0.719875         1.0
32  0.111557   0.095280      0.793163         1.0
33  0.118658   0.092231      0.789111         1.0
34  0.112117   0.094869      0.793014         1.0
35  0.111157   0.106777      0.782066         1.0
36  0.112509   0.106611      0.780881         1.0
37  0.110475   0.086237      0.803289         1.0
38  0.111135   0.087634      0.801230         1.0
39  0.108277   0.087768      0.803955         1.0
40  0.109968   0.121369      0.768663         1.0
41  0.110675   0.119485      0.769840         1.0
42  0.103456   0.143705      0.752838         1.0
43  0.112417   0.095549      0.792034         1.0
44  0.108788   0.196792      0.694421         1.0
45  0.112191   0.204786      0.683023         1.0
46  0.111355   0.203341      0.685304         1.0
47  0.110754   0.097142      0.792104         1.0
48  0.106389   0.156173      0.737438         1.0
49  0.113984   0.151951      0.734065         1.0
50  0.110660   0.153870      0.735470         1.0
51  0.110494   0.153150      0.736356         1.0
52  0.113649   0.154470      0.731881         1.0
53  0.112398   0.155366      0.732236         1.0
54  0.113246   0.154688      0.732066         1.0
55  0.104759   0.079118      0.816123         1.0
56  0.115943   0.186212      0.697845         1.0
57  0.104315   0.189081      0.706604         1.0
58  0.109261   0.187162      0.703577         1.0
59  0.106096   0.105911      0.787993         1.0
60  0.115041   0.204505      0.680454         1.0
61  0.107400   0.215420      0.677180         1.0
62  0.104997   0.122491      0.772511         1.0
63  0.108713   0.104120      0.787167         1.0
Mean I/O Intensity over ranks: 
io_time         0.114868
comm_time       0.109152
compute_time    0.775980
total_time      1.000000
==================================


App: GTCv0.92-gtc_64p_POSIX
I/O Intensity: 
         io_time  comm_time  compute_time  total_time
0   1.310087e-03   0.071655      0.927035         1.0
1   8.304516e-08   0.073560      0.926440         1.0
2   8.740852e-08   0.079957      0.920043         1.0
3   1.048992e-07   0.082425      0.917574         1.0
4   1.136415e-07   0.116839      0.883161         1.0
5   1.267542e-07   0.132554      0.867446         1.0
6   1.223832e-07   0.130701      0.869299         1.0
7   7.336482e-04   0.130150      0.869117         1.0
8   5.221963e-04   0.066558      0.932920         1.0
9   1.092691e-07   0.063406      0.936594         1.0
10  1.879426e-07   0.075814      0.924186         1.0
11  1.267530e-07   0.056011      0.943988         1.0
12  1.180076e-07   0.112026      0.887974         1.0
13  1.442402e-07   0.111859      0.888141         1.0
14  1.223782e-07   0.105776      0.894224         1.0
15  7.016450e-04   0.086137      0.913161         1.0
16  5.337735e-04   0.084392      0.915074         1.0
17  1.180117e-07   0.074973      0.925027         1.0
18  1.048993e-07   0.088038      0.911962         1.0
19  1.092701e-07   0.087012      0.912988         1.0
20  1.267562e-07   0.119186      0.880814         1.0
21  1.223857e-07   0.133321      0.866679         1.0
22  1.180144e-07   0.133328      0.866671         1.0
23  7.077807e-04   0.133527      0.865765         1.0
24  5.199273e-04   0.079695      0.919785         1.0
25  1.136386e-07   0.074709      0.925291         1.0
26  1.005262e-07   0.091062      0.908938         1.0
27  1.048969e-07   0.091548      0.908452         1.0
28  1.529713e-07   0.109837      0.890163         1.0
29  1.617227e-07   0.109426      0.890573         1.0
30  1.617125e-07   0.116992      0.883008         1.0
31  7.542577e-04   0.117976      0.881270         1.0
32  5.429515e-04   0.081090      0.918367         1.0
33  2.709601e-07   0.073036      0.926964         1.0
34  1.660737e-07   0.089302      0.910697         1.0
35  1.704559e-07   0.088324      0.911676         1.0
36  1.792034e-07   0.110922      0.889078         1.0
37  1.660915e-07   0.108564      0.891436         1.0
38  1.835743e-07   0.098830      0.901170         1.0
39  7.711785e-04   0.102059      0.897169         1.0
40  5.479174e-04   0.083866      0.915586         1.0
41  9.615361e-08   0.065659      0.934341         1.0
42  2.010466e-07   0.080247      0.919753         1.0
43  1.966779e-07   0.082695      0.917305         1.0
44  1.267555e-07   0.122923      0.877076         1.0
45  1.311271e-07   0.121316      0.878684         1.0
46  1.529808e-07   0.136298      0.863702         1.0
47  7.136117e-04   0.136258      0.863029         1.0
48  5.327792e-04   0.089009      0.910458         1.0
49  1.223766e-07   0.081266      0.918734         1.0
50  1.048942e-07   0.096856      0.903143         1.0
51  9.615305e-08   0.097121      0.902878         1.0
52  1.048992e-07   0.108879      0.891121         1.0
53  1.223824e-07   0.107146      0.892854         1.0
54  1.092715e-07   0.123011      0.876989         1.0
55  7.896875e-04   0.124774      0.874437         1.0
56  5.249610e-04   0.068420      0.931055         1.0
57  1.267494e-07   0.067702      0.932298         1.0
58  1.136378e-07   0.084589      0.915411         1.0
59  1.136378e-07   0.084516      0.915484         1.0
60  1.005290e-07   0.105946      0.894054         1.0
61  1.092721e-07   0.104389      0.895611         1.0
62  1.223833e-07   0.120713      0.879287         1.0
63  7.598125e-04   0.121116      0.878124         1.0
Mean I/O Intensity over ranks: 
io_time         0.000171
comm_time       0.098552
compute_time    0.901277
total_time      1.000000
==================================


App: VASP-5.4.4-GaAs_POSIX_traces
I/O Intensity: 
     io_time  comm_time  compute_time  total_time
0   0.001070        NaN           NaN         1.0
1   0.000666        NaN           NaN         1.0
2   0.000668        NaN           NaN         1.0
3   0.000683        NaN           NaN         1.0
4   0.000753        NaN           NaN         1.0
5   0.000737        NaN           NaN         1.0
6   0.000758        NaN           NaN         1.0
7   0.000735        NaN           NaN         1.0
8   0.000678        NaN           NaN         1.0
9   0.000634        NaN           NaN         1.0
10  0.000630        NaN           NaN         1.0
11  0.000654        NaN           NaN         1.0
12  0.000753        NaN           NaN         1.0
13  0.000714        NaN           NaN         1.0
14  0.000666        NaN           NaN         1.0
15  0.000674        NaN           NaN         1.0
16  0.000760        NaN           NaN         1.0
17  0.000651        NaN           NaN         1.0
18  0.000715        NaN           NaN         1.0
19  0.000661        NaN           NaN         1.0
20  0.000712        NaN           NaN         1.0
21  0.000686        NaN           NaN         1.0
22  0.000681        NaN           NaN         1.0
23  0.000686        NaN           NaN         1.0
24  0.000685        NaN           NaN         1.0
25  0.000665        NaN           NaN         1.0
26  0.000662        NaN           NaN         1.0
27  0.000642        NaN           NaN         1.0
28  0.000806        NaN           NaN         1.0
29  0.000724        NaN           NaN         1.0
30  0.000716        NaN           NaN         1.0
31  0.000701        NaN           NaN         1.0
32  0.000675        NaN           NaN         1.0
33  0.000645        NaN           NaN         1.0
34  0.000695        NaN           NaN         1.0
35  0.000706        NaN           NaN         1.0
36  0.000723        NaN           NaN         1.0
37  0.000670        NaN           NaN         1.0
38  0.000667        NaN           NaN         1.0
39  0.000668        NaN           NaN         1.0
40  0.000667        NaN           NaN         1.0
41  0.000700        NaN           NaN         1.0
42  0.000691        NaN           NaN         1.0
43  0.000666        NaN           NaN         1.0
44  0.000719        NaN           NaN         1.0
45  0.000671        NaN           NaN         1.0
46  0.000677        NaN           NaN         1.0
47  0.000656        NaN           NaN         1.0
48  0.000725        NaN           NaN         1.0
49  0.000684        NaN           NaN         1.0
50  0.000720        NaN           NaN         1.0
51  0.000718        NaN           NaN         1.0
52  0.000783        NaN           NaN         1.0
53  0.000766        NaN           NaN         1.0
54  0.000703        NaN           NaN         1.0
55  0.000742        NaN           NaN         1.0
56  0.000676        NaN           NaN         1.0
57  0.000679        NaN           NaN         1.0
58  0.000726        NaN           NaN         1.0
59  0.000720        NaN           NaN         1.0
60  0.000730        NaN           NaN         1.0
61  0.000692        NaN           NaN         1.0
62  0.000700        NaN           NaN         1.0
63  0.000677        NaN           NaN         1.0
Mean I/O Intensity over ranks: 
io_time         0.000703
comm_time            NaN
compute_time         NaN
total_time      1.000000
==================================


App: ParaDis.v2.5.1.1 2-Copper_HDF5
I/O Intensity: 
     io_time  comm_time  compute_time  total_time
0   0.050924   0.095800      0.853276         1.0
1   0.002908   0.184261      0.812831         1.0
2   0.000997   0.185515      0.813488         1.0
3   0.000936   0.189015      0.810049         1.0
4   0.001400   0.233819      0.764781         1.0
5   0.001009   0.234916      0.764075         1.0
6   0.000953   0.221840      0.777207         1.0
7   0.001069   0.228625      0.770305         1.0
8   0.010573   0.198016      0.791410         1.0
9   0.001786   0.206145      0.792069         1.0
10  0.001655   0.205539      0.792806         1.0
11  0.002196   0.202281      0.795523         1.0
12  0.001700   0.210599      0.787700         1.0
13  0.001760   0.213879      0.784361         1.0
14  0.004207   0.218561      0.777232         1.0
15  0.001047   0.220751      0.778202         1.0
16  0.009400   0.182205      0.808395         1.0
17  0.002098   0.188046      0.809856         1.0
18  0.004059   0.193705      0.802236         1.0
19  0.001234   0.198373      0.800393         1.0
20  0.001575   0.216273      0.782152         1.0
21  0.001228   0.220340      0.778432         1.0
22  0.002057   0.217728      0.780216         1.0
23  0.001662   0.223393      0.774945         1.0
24  0.009779   0.182472      0.807749         1.0
25  0.001951   0.195189      0.802860         1.0
26  0.003582   0.190831      0.805588         1.0
27  0.001576   0.189800      0.808625         1.0
28  0.001706   0.211521      0.786773         1.0
29  0.001586   0.219065      0.779349         1.0
30  0.003369   0.217519      0.779112         1.0
31  0.001128   0.220876      0.777996         1.0
32  0.009431   0.180424      0.810144         1.0
33  0.001862   0.192460      0.805678         1.0
34  0.001861   0.190121      0.808018         1.0
35  0.001752   0.198801      0.799448         1.0
36  0.001894   0.217091      0.781015         1.0
37  0.001880   0.223959      0.774161         1.0
38  0.004104   0.222508      0.773388         1.0
39  0.001391   0.228282      0.770327         1.0
40  0.010037   0.199473      0.790490         1.0
41  0.001890   0.206897      0.791213         1.0
42  0.003828   0.205510      0.790662         1.0
43  0.001444   0.204710      0.793846         1.0
44  0.001262   0.218722      0.780016         1.0
45  0.001218   0.225625      0.773158         1.0
46  0.001198   0.225916      0.772886         1.0
47  0.001176   0.229918      0.768906         1.0
48  0.010238   0.194069      0.795693         1.0
49  0.001955   0.204878      0.793166         1.0
50  0.005264   0.202325      0.792411         1.0
51  0.001365   0.202902      0.795734         1.0
52  0.001438   0.229475      0.769087         1.0
53  0.001485   0.232690      0.765825         1.0
54  0.004288   0.231711      0.764000         1.0
55  0.001020   0.231116      0.767864         1.0
56  0.011351   0.193892      0.794757         1.0
57  0.001856   0.197503      0.800642         1.0
58  0.003235   0.202105      0.794661         1.0
59  0.001509   0.198602      0.799889         1.0
60  0.001904   0.226219      0.771877         1.0
61  0.001517   0.226741      0.771741         1.0
62  0.001672   0.229909      0.768419         1.0
63  0.001374   0.227282      0.771344         1.0
Mean I/O Intensity over ranks: 
io_time         0.003606
comm_time       0.208105
compute_time    0.788288
total_time      1.000000
==================================


App: ParaDis.v2.5.1.1 2-Copper_POSIX
I/O Intensity: 
     io_time  comm_time  compute_time  total_time
0   0.057053   0.102431      0.840516         1.0
1   0.003752   0.192213      0.804035         1.0
2   0.000663   0.194227      0.805110         1.0
3   0.000666   0.193065      0.806269         1.0
4   0.000737   0.226862      0.772401         1.0
5   0.000672   0.224952      0.774376         1.0
6   0.000680   0.224171      0.775149         1.0
7   0.000669   0.221281      0.778050         1.0
8   0.006526   0.195271      0.798204         1.0
9   0.000747   0.200754      0.798498         1.0
10  0.000753   0.210894      0.788352         1.0
11  0.000725   0.199202      0.800073         1.0
12  0.000731   0.227946      0.771323         1.0
13  0.000669   0.221803      0.777529         1.0
14  0.000692   0.229212      0.770096         1.0
15  0.000731   0.223013      0.776257         1.0
16  0.006552   0.201401      0.792047         1.0
17  0.000715   0.198722      0.800563         1.0
18  0.000729   0.200578      0.798693         1.0
19  0.000722   0.198744      0.800535         1.0
20  0.000779   0.226157      0.773064         1.0
21  0.000730   0.218055      0.781215         1.0
22  0.000749   0.225395      0.773856         1.0
23  0.000655   0.218858      0.780488         1.0
24  0.006616   0.195322      0.798062         1.0
25  0.000796   0.204210      0.794994         1.0
26  0.000805   0.205555      0.793640         1.0
27  0.000758   0.197654      0.801588         1.0
28  0.000771   0.231671      0.767559         1.0
29  0.000712   0.221758      0.777530         1.0
30  0.000736   0.228710      0.770554         1.0
31  0.000757   0.224765      0.774478         1.0
32  0.006449   0.194453      0.799098         1.0
33  0.000747   0.197634      0.801619         1.0
34  0.000763   0.201155      0.798082         1.0
35  0.000739   0.198288      0.800973         1.0
36  0.000760   0.225563      0.773677         1.0
37  0.000756   0.217143      0.782100         1.0
38  0.000736   0.223009      0.776254         1.0
39  0.000749   0.224281      0.774970         1.0
40  0.006494   0.181736      0.811770         1.0
41  0.000771   0.184456      0.814773         1.0
42  0.000787   0.190670      0.808543         1.0
43  0.000775   0.190274      0.808950         1.0
44  0.000794   0.215114      0.784093         1.0
45  0.000750   0.216952      0.782298         1.0
46  0.000779   0.217813      0.781408         1.0
47  0.000774   0.217791      0.781435         1.0
48  0.006500   0.183736      0.809764         1.0
49  0.000702   0.188195      0.811104         1.0
50  0.000700   0.188094      0.811206         1.0
51  0.000638   0.183028      0.816334         1.0
52  0.000791   0.221820      0.777389         1.0
53  0.000742   0.214087      0.785171         1.0
54  0.000725   0.221001      0.778274         1.0
55  0.000682   0.222789      0.776529         1.0
56  0.006571   0.192160      0.801269         1.0
57  0.000735   0.194156      0.805109         1.0
