app,machine,scaling,num_proc,io_volume,io_intensity
haccio,lassen regular,strong-scaling,64,4449778.386276022,0.17946739617436805
haccio,lassen regular,strong-scaling,128,3489556.8637951105,0.6451835092643348
haccio,lassen regular,strong-scaling,256,3004679.576406463,0.8240952541826282
haccio,lassen regular,strong-scaling,512,2761035.4755776543,0.8269596865263519
haccio,lassen regular,strong-scaling,1024,2638910.3112162757,1.4092583236153922
haccio,summit regular,strong-scaling,64,4449778.386276022,1.8731492875784488
haccio,summit regular,strong-scaling,128,3489556.8645712067,2.4738530850734404
haccio,summit regular,strong-scaling,256,3004679.576406463,1.040103307466024
haccio,summit regular,strong-scaling,512,2761035.4755776543,1.179701164362096
haccio,summit regular,strong-scaling,1024,2638910.3111187,1.2721043016615745
haccio,cori regular,strong-scaling,64,4449778.387047032,2.762972026621247
haccio,cori regular,strong-scaling,128,3489556.8645712067,2.126345838396858
haccio,cori regular,strong-scaling,256,3004679.5758224647,1.5574420586375508
haccio,cori regular,strong-scaling,512,2761035.475675149,1.0058406107983315
haccio,cori regular,strong-scaling,1024,2347852.502778019,0.8164770517480711
haccio,lassen regular,weak-scaling,64,2975142.5936777177,0.5466226335562412
haccio,lassen regular,weak-scaling,128,2994768.964687621,7.76492052582255
haccio,lassen regular,weak-scaling,256,3004679.5762117966,0.8867127404475967
haccio,lassen regular,weak-scaling,512,3009659.5206200643,0.8307987247011683
haccio,lassen regular,weak-scaling,1024,3012155.6883934233,1.1417690159846519
haccio,summit regular,weak-scaling,64,2975142.5936777177,1.5109682308021162
haccio,summit regular,weak-scaling,128,2994768.964687621,1.5866229497784023
haccio,summit regular,weak-scaling,256,3004679.5760171306,1.6874380228242079
haccio,summit regular,weak-scaling,512,3009659.520815053,1.3648062723775092
haccio,summit regular,weak-scaling,1024,3012155.688295848,1.2505180195324377
haccio,cori regular,weak-scaling,64,2975142.5936777177,1.5634684644678907
haccio,cori regular,weak-scaling,128,2994768.9654637175,2.0077628279103727
haccio,cori regular,weak-scaling,256,3004679.576406463,2.065559053440471
haccio,cori regular,weak-scaling,512,3009659.5209125476,0.8927478368318507
haccio,cori regular,weak-scaling,1024,2678883.8783789645,0.7376318508556639
