app,transfer_size,io_subsystem,scaling,num_proc,io_bandwidth,io_time,transfer_time
ior-t64k,64k,cori lustre,weak-scaling,64,2795496557.5017214,0.06255117187499998,0.025048265624999982
ior-t64k,64k,cori lustre,weak-scaling,128,3075935543.6155944,0.07209909375000001,0.02971892968750001
ior-t64k,64k,cori lustre,weak-scaling,256,3309126022.592357,0.20309298046875002,0.026537484374999976
ior-t64k,64k,cori lustre,weak-scaling,512,3466359598.1522636,0.16010482812500004,0.02660811523437502
ior-t64k,64k,cori lustre,weak-scaling,1024,3681505592.7613826,0.27571615332031246,0.026788397460937502
ior-t64k,64k,cori 1 bb,weak-scaling,64,25247466.40785894,1.461229296875,1.4446666250000002
ior-t64k,64k,cori 1 bb,weak-scaling,128,36868545.14036432,0.9774130468749997,0.9659776406249998
ior-t64k,64k,cori 1 bb,weak-scaling,256,19144799.111977138,2.00314770703125,1.9406773671875
ior-t64k,64k,cori 1 bb,weak-scaling,512,10665461.92103349,3.3965770820312504,3.3262450820312504
ior-t64k,64k,cori 1 bb,weak-scaling,1024,5516973.991910954,8.525036301757812,8.33580507421875
ior-t64k,64k,cori 2 bb,weak-scaling,64,77632962.19834289,0.586724796875,0.572084203125
ior-t64k,64k,cori 2 bb,weak-scaling,128,70132599.9492706,0.6174201562500001,0.5875087265625001
ior-t64k,64k,cori 2 bb,weak-scaling,256,44124629.38462307,1.13922994140625,1.083816234375
ior-t64k,64k,cori 2 bb,weak-scaling,512,23453175.26165595,1.9384784082031248,1.835399232421875
ior-t64k,64k,cori 2 bb,weak-scaling,1024,13570817.213012468,3.1328645722656248,3.0311196455078124
ior-t64k,64k,cori 4 bb,weak-scaling,64,85991080.65152302,0.463621515625,0.45508765625
ior-t64k,64k,cori 4 bb,weak-scaling,128,90494646.19216022,0.4552910390625,0.4455078125
ior-t64k,64k,cori 4 bb,weak-scaling,256,78733651.66862795,0.49653301953124995,0.4616709218749999
ior-t64k,64k,cori 4 bb,weak-scaling,512,47738723.24106223,0.8623576660156249,0.81136699609375
ior-t64k,64k,cori 4 bb,weak-scaling,1024,22470296.736902706,1.8954518867187495,1.7239054101562497
ior-t64k,64k,cori 8 bb,weak-scaling,64,84205067.86984065,0.4484716875,0.43969175
ior-t64k,64k,cori 8 bb,weak-scaling,128,88496815.13181694,0.4487098046875,0.4396170078125
ior-t64k,64k,cori 8 bb,weak-scaling,256,101373241.94625731,0.45754956250000006,0.44466312890625
ior-t64k,64k,cori 8 bb,weak-scaling,512,80961571.57441758,0.5028457070312501,0.47123079296875003
ior-t64k,64k,cori 8 bb,weak-scaling,1024,42540374.737652406,0.9746717763671874,0.9142302578125
ior-t64k,64k,cori 16 bb,weak-scaling,64,86749074.1957762,0.43562068749999994,0.4262214374999999
ior-t64k,64k,cori 16 bb,weak-scaling,128,82876525.27756318,0.49075075781249977,0.4797165234374999
ior-t64k,64k,cori 16 bb,weak-scaling,256,87288610.38014653,0.45309121093750004,0.4403850195312499
ior-t64k,64k,cori 16 bb,weak-scaling,512,98331896.27736546,0.5437044746093749,0.5187488105468749
ior-t64k,64k,cori 16 bb,weak-scaling,1024,72039206.36499996,0.6204923076171875,0.577476892578125
